intellij_action_id,intellij_action_class,category,capability,engine_api,swiftui_entry,status,success_path,failure_path,test_evidence,notes
Arbor.Current.Shelf.NonUtf8MemberDeletion.2026-08-27,current verification override,stash,Recently Deleted raw patch member deletion with non-UTF-8 payload,patch_paths_bytes + remove_patch_chunks_bytes + shelve_delete_deleted_paths,arbor-engine/src/shelve.rs + arbor-engine/src/repo.rs + RebasedWorkspaceViews.swift + WorkspaceOperations.swift,verified-partial,"Recently Deleted imported/raw patch member listing and path-scoped permanent deletion parse only UTF-8 patch headers/paths, locate member chunks by byte offsets, and preserve unselected non-UTF-8 payload bytes exactly; deleting the last member still removes the deleted shelf","Invalid or unsafe headers/paths and patches without recoverable member boundaries fail closed without partial writes; raw apply and structured preview still require UTF-8, and native binary provider/DataContext/delete-provider/notification lifecycle remains partial","arbor-engine/tests/shelve.rs::deleted_shelf_member_delete_preserves_non_utf8_patch_payload + deleted_shelf_can_delete_selected_members_permanently + cargo test --all-targets","Current verification override for non-UTF-8 raw payload safety in Recently Deleted member deletion"
Arbor.Current.UpdateProject.UpdateInfoLogTab.2026-08-27,current verification override,history,Update Project View Commits dedicated Log tab,makeUpdateInfoLogTab + LogTabDescriptor aggregate filter persistence,Arbor/ContentView.swift + Arbor/WorkspaceOperations.swift + Arbor/LogSidebar.swift,verified-partial,"View Commits saves the current Log context, reuses an existing same-range Update Info tab or creates a dedicated tab, keeps before/after ranges root-qualified, and restores aggregate branch/range/root filters when switching tabs","Native VcsLogManager/UpdateInfoTree lifecycle, StructureFilterPopupComponent native lifecycle, DataContext/VcsNotifier lifecycle and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testUpdateInfoLogTabIsDedicatedAndRetainsRootQualifiedRanges + testExternalLogTabsStateRoundTripsAndKeysByRootScope + focused xcodebuild test","Closes the user-visible gap where View Commits replaced the ordinary Log context"
Arbor.Current.UpdateProject.UpdateInfoPathFilter.2026-08-27,current verification override,history,Update Info project path filter,GitUpdateInfoPathFilterSettings + parseLogPathFilterEditorText,DiagnosticsLogger.swift + WorkspaceOperations.swift + LogSidebar.swift,verified-partial,"Project Git Settings stores root-qualified Update Info path selections per project; View Commits applies them on a new tab and tab edits persist back; blank means all paths; ordinary Log filters remain separate and outside-project paths are ignored","Native StructureFilterPopupComponent/FilePath tree lifecycle, exact project configuration storage, DataContext/VcsNotifier lifecycle and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testUpdateInfoPathFilterSettingsAreProjectScopedAndRootQualified + focused/full xcodebuild test + script/build_and_run.sh --verify","Closes the missing project-scoped Update Info path-filter setting"
Arbor.Current.UpdateProject.UpdateInfoAutoOpen.2026-08-27,git4idea.update.GitUpdateInfoAsLog + advancedSetting git.update.info.auto.open.enabled,settings,Update Project and shared Update Info automatic tab opening,GitUpdateInfoAutoOpenSettings + showLogRevisionRanges,DiagnosticsLogger.swift + WorkspaceOperations.swift,verified-partial,"Global setting defaults to enabled; single-root Update Project, multi-root Update Project, partial results, and failed-root Retry open the dedicated Update Info tab when non-empty received commit ranges exist; the shared Push/Force-push update-range producers use the same setting; disabling it preserves the current Log and leaves notification View Commits actions available; ordinary Pull remains opt-in","Native AdvancedSettings/VcsNotifier/DataContext lifecycle, exact UpdateInfoTree creation timing, and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testUpdateInfoAutoOpenSettingDefaultsOnAndCanBeDisabledGlobally + focused/full xcodebuild test + script/build_and_run.sh --verify","Closes the missing global auto-open setting and Update Project interaction"
Arbor.Current.RevisionContentMode.2026-08-27,git4idea.util.GitFileUtils + advancedSetting git.read.content.with,history,Historical revision file content transform,read_revision_file_with_mode + system git cat-file --filters/--textconv,RevisionBrowserView.swift + DiagnosticsLogger.swift,verified-partial,"Revision Browser supports NONE raw blobs, FILTERS checkout filters, and TEXTCONV path drivers; FILTERS is the IntelliJ-compatible default; transformed stdout is redirected through the shared Git runner and read as raw bytes before binary/truncation classification; changing the setting reloads the selected file","Native GitFileUtils/VirtualFile content lifecycle, AdvancedSettings storage, external-driver UX, and UI automation remain partial; arbitrary filter/textconv commands still depend on the repository's Git configuration","arbor-engine/tests/read_file.rs::revision_file_content_honors_none_filters_and_textconv_modes + Arbor/ArborTests/CompareSelectionTests.swift::testHistoricalRevisionContentAndCommitHookSettingsUseIntellijDefaults + focused xcodebuild test","Closes the historical Revision Browser content-transform gap without changing the existing raw read API"
Arbor.Current.CommitAlwaysSkipHooks.2026-08-27,git4idea.checkin.GitSkipHooksCommitHandlerFactory + advancedSetting git.commit.do.not.run.commit.hooks,settings,Global Git commit hook override,GitCommitHooksSettings + effectiveSkipHooks + commit/commitWithOptions/amend/multi-root commit routing,DiagnosticsLogger.swift + RebasedWorkspaceViews.swift + RebasedDialogs.swift + WorkspaceOperations.swift,verified-partial,"Global Always skip Git commit hooks defaults off and forces skip-hooks for single-root Commit, Amend, Commit and Push, selected-file/multi-root Commit, and multi-root retry paths; the per-commit checkbox remains checked and disabled while the override is active; explicit per-commit skip still works when the global setting is off","Native GitSkipHooksCommitHandlerFactory/CheckinEnvironment, persistent AdvancedSettings workspace state, and UI automation remain partial; Git Push-only pre-push-hook options remain governed by the Push dialog","arbor-engine/tests/hooks.rs::pre_commit_can_block_and_skip_can_bypass + Arbor/ArborTests/CompareSelectionTests.swift::testHistoricalRevisionContentAndCommitHookSettingsUseIntellijDefaults + focused xcodebuild test","Closes the global commit-hook setting gap while preserving the existing explicit before-commit check flow"
Arbor.Current.BranchNameCleanup.2026-08-27,git4idea.validators.GitRefNameValidator + GitNewBranchDialog + GitPushTargetPanel,branch,Git ref name typing and final cleanup,GitBranchNameCleanupSettings + GitBranchNameCleanup + validate_branch_name,DiagnosticsLogger.swift + RebasedDialogs.swift + PushDialogView.swift + WorkspaceOperations.swift,verified-partial,"New branch, multi-root branch, worktree branch, and Push target fields remove Git-invalid characters, replace spaces/control characters with the configurable cleanup symbol (default '-'), and remove invalid ending patterns; final create/push paths repeat cleanup before validation/execution","Native Swing caret-preserving typing behavior, AdvancedSettings storage, DialogWrapper/DataContext lifecycle, and UI automation remain partial; custom refspec text is intentionally left untouched","arbor-engine/tests/branch_ops.rs::branch_create_rejects_invalid_and_existing_names_before_mutation + Arbor/ArborTests/CompareSelectionTests.swift::testBranchNameCleanupMatchesGitRefValidatorTypingAndFinalRules + focused xcodebuild test","Closes the user-visible branch-name input cleanup gap without weakening engine-side ref validation"
Arbor.Current.InteractiveRebase.UpdateRefBlockOrder.2026-08-27,git4idea.rebase.interactive.GitRebaseTodoModel,rebase,Interactive Rebase update-ref block ordering,merge-preserving ordered todo + write_rebase_editors,arbor-engine/src/repo.rs,verified-partial,"When structured preserve-merges or multi-root rebase reorders commits the native sequence editor moves each contiguous update-ref block with its preceding pick; label/reset/merge topology controls remain anchored; real Git execution keeps the tracked branch on the intended rewritten commit","Fork models UPDATE_REF as a visible non-commit row and applies dedicated movement boundaries; Arbor structured editors still expose update-ref through the Native Todo text fallback; native action/DataContext/VcsNotifier lifecycle and UI automation remain partial","arbor-engine/src/repo.rs::rebase_editor_tests::desired_order_moves_update_ref_rows_with_their_pick_block + arbor-engine/tests/multi_root.rs::multi_root_rebase_moves_update_ref_with_reordered_commit + cargo test --test multi_root","Closes incorrect ref placement after preserve-merges structured reorder without claiming full UPDATE_REF row-model parity"
Arbor.Current.GitAnnotation.Options.2026-08-27,git4idea.actions.GitToggleAnnotationOptionsActionProvider + git4idea.history.GitAnnotationProvider,history,Git annotate/blame options,blame_with_options + blame_worktree_with_options,arbor-engine/src/blame.rs + Arbor/FileContentView.swift + Arbor/DiffDetailView.swift + Arbor/DiagnosticsLogger.swift,verified-partial,"Blame Options persist IntelliJ-compatible defaults (Ignore Whitespaces on, movement None, Prefer Commit Date off); the active HEAD/worktree runner passes -w/-M/-C as selected and chooses author or committer timestamps; both viewers expose the same menu","Native AnnotationGutter/FileAnnotation/DataContext lifecycle, affected-path cache, system editor gutter and UI automation remain partial","arbor-engine/tests/blame.rs::worktree_blame_options_match_git_annotation_semantics + Arbor/ArborTests/CompareSelectionTests.swift::testGitAnnotationSettingsMatchIntellijDefaultsAndPersistOptions + cargo test --all-targets + xcodebuild test + script/build_and_run.sh --verify","Closes the user-visible annotation option gap without claiming full native blame lifecycle parity"
Arbor.Current.Submodule.SyncPanelAction.2026-08-27,git4idea Git submodule sync action,submodule,Submodule Sync panel action,submodule_sync + submodule_sync_with_auth_and_cancel,Arbor/RebasedDialogs.swift + Arbor/ContentView.swift + Arbor/WorkspaceOperations.swift,verified-partial,"Operations > Submodules exposes Sync and routes it to the existing root-scoped recursive git submodule sync runner with authentication, cancellation, durable failure notification, and Retry","Native action-group/DataContext/VcsNotifier lifecycle and UI automation remain partial","Arbor/ArborTests/CompareSelectionTests.swift::testSubmoduleSyncRetryRequestRetainsTheSyncOperation + cargo test --all-targets + xcodebuild test + script/build_and_run.sh --verify","Closes the user-visible missing Submodule Sync entry without duplicating the existing runner"
Arbor.Current.NativeRebase.ProgressCancellation.2026-08-27,git4idea.rebase.GitRebaser + GitRebaseProcess,rebase,Native Rebase progress and process cancellation,native_rebase_command_spec + gitprocess::run + GitCancelToken + Rebasing progress parser,arbor-engine/src/repo.rs + arbor-engine/src/gitprocess.rs + FeedbackCenter.swift,verified-partial,"Structured, branch-targeted, root and non-interactive native rebase paths now use the shared Git runner; GitCancelHandle cancels the process group, stderr progress reaches the existing FeedbackCenter snapshot, and Rebasing (n/m) is shown as a percentage; an already-created native rebase remains recoverable for Continue/Skip/Abort while pre-state cancellation cleans support state","Fork exposes richer ProgressIndicator stages, retry policy and native notifier/data-context lifecycle; gix object-level Rebase/Merge remains indeterminate and UI automation is still partial","arbor-engine/src/gitprocess.rs::tests::parses_native_rebase_progress_lines + arbor-engine/tests/rebase_options.rs + rebase_todo.rs + rebase_merges.rs + multi_root.rs + cargo test --all-targets + focused xcodebuild test","Closes the native structured-rebase runner bypass without claiming full IntelliJ progress-window parity"
